City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description,Rainfall in. (last 3 hrs.),Snowfall in. (last 3 hrs.)
230,Arawa,ID,2019-11-08 01:25:14,-3.93,119.75,86.61,59,90,3.8,overcast clouds,0.0,0.0
231,Ust-Maya,RU,2019-11-08 01:25:14,60.42,134.54,-8.22,93,95,5.41,overcast clouds,0.0,0.0
232,Nichinan,JP,2019-11-08 01:25:15,31.65,131.31,66.2,42,20,4.7,few clouds,0.0,0.0
233,Leavenworth,US,2019-11-08 01:21:39,47.6,-120.66,44.6,52,1,0.43,clear sky,0.0,0.0
234,Vila Velha,BR,2019-11-08 01:25:16,-3.71,-38.6,80.6,74,75,13.87,broken clouds,0.0,0.0
235,Vila,IT,2019-11-08 01:25:17,45.18,8.4,46.4,100,75,8.05,moderate rain,0.0,0.0
236,Caravelas,BR,2019-11-08 01:25:17,-17.73,-39.27,72.21,89,0,7.31,clear sky,0.0,0.0
237,Juba,EE,2019-11-08 01:25:17,57.82,26.93,33.8,99,90,4.7,mist,0.0,0.0
238,Villaviciosa,ES,2019-11-08 01:25:17,43.48,-5.43,42.8,93,75,16.11,heavy intensity rain,0.0,0.0
239,Tsuruga,JP,2019-11-08 01:25:18,35.64,136.07,50.45,72,16,7.49,few clouds,0.0,0.0
240,Kvarkeno,RU,2019-11-08 01:25:18,52.08,59.73,38.39,88,100,17.4,light rain,0.88,0.0
241,Gao,ML,2019-11-08 01:25:18,16.28,-0.04,82.4,17,9,2.44,clear sky,0.0,0.0
242,Sivas,TR,2019-11-08 01:25:18,39.75,37.01,39.2,60,0,11.41,clear sky,0.0,0.0
243,Saint George,GR,2019-11-08 01:25:18,39.45,22.34,62.6,72,75,6.93,light rain,0.0,0.0
244,Ierapetra,GR,2019-11-08 01:25:18,35.01,25.74,69.8,73,9,21.92,clear sky,0.0,0.0
245,Lenggries,DE,2019-11-08 01:25:19,47.68,11.58,41.0,86,99,4.7,overcast clouds,0.0,0.0
246,Yulara,AU,2019-11-08 01:25:19,-25.24,130.99,86.0,15,0,9.17,clear sky,0.0,0.0
247,Sydney,AU,2019-11-08 01:23:59,-33.85,151.22,84.2,17,0,23.04,clear sky,0.0,0.0
248,Sabha,LY,2019-11-08 01:25:19,27.03,14.43,68.29,42,0,9.73,clear sky,0.0,0.0
249,Itarema,BR,2019-11-08 01:25:20,-2.92,-39.92,78.66,75,50,10.54,scattered clouds,0.0,0.0
250,Morro Bay,US,2019-11-08 01:25:21,35.37,-120.85,73.4,87,1,3.27,mist,0.0,0.0
251,Talara,PE,2019-11-08 01:25:21,-4.58,-81.27,66.34,89,25,16.13,scattered clouds,0.0,0.0
252,Umm Lajj,SA,2019-11-08 01:25:22,25.02,37.27,71.35,76,0,1.25,clear sky,0.0,0.0
253,Beloha,MG,2019-11-08 01:25:22,-25.17,45.06,74.16,59,0,4.23,clear sky,0.0,0.0
254,Bela,PK,2019-11-08 01:25:23,26.23,66.31,69.76,16,0,5.59,clear sky,0.0,0.0
255,Sadovoye,RU,2019-11-08 01:25:23,47.78,44.52,54.37,65,61,8.97,broken clouds,0.0,0.0
256,Avera,US,2019-11-08 01:25:23,33.19,-82.53,68.0,87,90,3.71,mist,0.0,0.0
257,Makakilo City,US,2019-11-08 01:25:25,21.35,-158.09,84.2,62,75,10.29,broken clouds,0.0,0.0
258,Tairua,NZ,2019-11-08 01:25:25,-37.02,175.85,64.49,84,1,16.58,clear sky,0.0,0.0
259,Isangel,VU,2019-11-08 01:25:25,-19.55,169.27,80.6,69,20,16.11,few clouds,0.0,0.0
260,Shenjiamen,CN,2019-11-08 01:25:25,29.96,122.3,62.42,73,54,20.85,broken clouds,0.0,0.0
261,Verkhoyansk,RU,2019-11-08 01:25:25,67.55,133.39,-6.94,97,99,2.55,light snow,0.0,0.13
262,Tarko-Sale,RU,2019-11-08 01:25:26,64.92,77.78,1.0,97,84,11.01,broken clouds,0.0,0.0
263,Lompoc,US,2019-11-08 01:22:43,34.64,-120.46,60.8,67,1,4.7,clear sky,0.0,0.0
264,Pilar,AR,2019-11-08 01:25:26,-34.46,-58.91,66.2,55,0,18.34,clear sky,0.0,0.0
265,Lhokseumawe,ID,2019-11-08 01:25:27,5.18,97.15,71.24,89,100,2.06,overcast clouds,0.0,0.0
266,Luderitz,NA,2019-11-08 01:25:27,-26.65,15.16,59.0,67,46,14.99,scattered clouds,0.0,0.0
267,Salalah,OM,2019-11-08 01:25:27,17.01,54.1,75.2,47,27,4.7,scattered clouds,0.0,0.0
268,Collie,AU,2019-11-08 01:25:27,-33.36,116.15,56.26,68,37,11.54,scattered clouds,0.0,0.0
269,Chokurdakh,RU,2019-11-08 01:25:27,70.62,147.9,0.7,96,94,8.08,overcast clouds,0.0,0.0
270,Muravlenko,RU,2019-11-08 01:25:28,63.79,74.5,-0.57,97,94,14.16,overcast clouds,0.0,0.0
271,Laguna,BZ,2019-11-08 01:25:28,16.17,-88.94,78.8,88,40,1.39,scattered clouds,0.0,0.0
272,Husavik,CA,2019-11-08 01:25:28,50.56,-96.99,13.77,80,65,8.16,broken clouds,0.0,0.0
273,Broome,GB,2019-11-08 01:25:29,52.47,1.45,37.4,93,1,4.7,clear sky,0.0,0.0
274,Arlit,NE,2019-11-08 01:25:29,18.74,7.39,83.5,13,0,6.02,clear sky,0.0,0.0
275,Santa Cruz De La Palma,ES,2019-11-08 01:25:29,28.68,-17.76,69.8,77,75,19.46,broken clouds,0.0,0.0
276,Breves,BR,2019-11-08 01:25:30,-1.68,-50.48,79.66,71,50,3.29,scattered clouds,0.0,0.0
277,Merauke,ID,2019-11-08 01:25:30,-8.49,140.4,84.58,65,100,4.72,overcast clouds,0.0,0.0
278,Petropavlovsk-Kamchatskiy,RU,2019-11-08 01:25:30,53.05,158.65,39.2,93,90,22.37,light intensity shower rain,0.0,0.0
279,Tres Picos,MX,2019-11-08 01:25:30,16.23,-93.58,72.41,81,6,6.33,clear sky,0.0,0.0
280,Pacific Grove,US,2019-11-08 01:21:34,36.62,-121.92,68.0,71,90,6.93,overcast clouds,0.0,0.0
281,Jalingo,NG,2019-11-08 01:25:31,10.3,10.93,74.23,31,44,2.51,scattered clouds,0.0,0.0
282,Hambantota,LK,2019-11-08 01:25:31,6.12,81.12,75.2,100,40,2.24,scattered clouds,0.0,0.0
283,Rome,IT,2019-11-08 01:23:35,41.89,12.48,57.2,71,0,8.05,clear sky,0.0,0.0
284,Fortuna,US,2019-11-08 01:25:32,40.6,-124.16,50.0,93,1,3.36,clear sky,0.0,0.0
285,Srednekolymsk,RU,2019-11-08 01:25:32,67.46,153.71,-0.08,94,45,3.62,scattered clouds,0.0,0.0
286,Mount Isa,AU,2019-11-08 01:25:32,-20.73,139.49,95.0,8,0,11.41,clear sky,0.0,0.0
287,Sept-Iles,CA,2019-11-08 01:23:02,50.2,-66.38,21.2,67,20,5.82,few clouds,0.0,0.0
288,Kimbe,PG,2019-11-08 01:25:32,-5.56,150.15,81.81,84,100,1.81,light rain,0.69,0.0
289,Ust-Charyshskaya Pristan,RU,2019-11-08 01:21:35,52.39,83.67,35.98,54,91,24.58,overcast clouds,0.0,0.0
290,Vasilyevo,RU,2019-11-08 01:25:33,55.84,48.68,32.0,79,75,8.95,broken clouds,0.0,0.0
291,Esmeralda,CL,2019-11-08 01:25:33,-34.33,-70.9,64.62,50,85,7.07,overcast clouds,0.0,0.0
292,Leningradskiy,RU,2019-11-08 01:25:33,69.38,178.42,19.99,86,52,19.04,broken clouds,0.0,0.0
293,Kahuta,PK,2019-11-08 01:25:34,33.59,73.39,50.0,93,20,4.7,haze,0.0,0.0
294,Smolenka,PL,2019-11-08 01:25:34,54.15,22.76,40.53,93,41,2.86,scattered clouds,0.0,0.0
295,Oriximina,BR,2019-11-08 01:25:34,-1.77,-55.87,86.52,54,24,4.97,few clouds,0.0,0.0
296,Amnat Charoen,TH,2019-11-08 01:25:34,15.86,104.63,70.16,74,85,17.18,overcast clouds,0.0,0.0
297,Georgiyevka,RU,2019-11-08 01:25:35,52.25,40.45,49.32,81,100,10.29,light rain,0.44,0.0
298,Bonthe,SL,2019-11-08 01:25:35,7.53,-12.5,79.18,87,100,4.56,light rain,1.44,0.0
299,Coracao De Maria,BR,2019-11-08 01:25:35,-15.26,-39.35,80.6,74,15,6.93,few clouds,0.0,0.0
300,Montego Bay,JM,2019-11-08 01:21:48,18.47,-77.92,82.4,78,20,5.82,few clouds,0.0,0.0
301,Vinces,EC,2019-11-08 01:25:35,-1.56,-79.75,77.0,78,56,12.75,broken clouds,0.0,0.0
302,Lakselv,NO,2019-11-08 01:25:36,70.05,24.96,17.6,92,23,4.7,few clouds,0.0,0.0
303,Corinto,CO,2019-11-08 01:25:36,3.17,-76.26,77.0,69,40,11.41,scattered clouds,0.0,0.0
304,Tsabong,BW,2019-11-08 01:25:36,-26.02,22.4,67.75,12,19,13.42,few clouds,0.0,0.0
305,Gondanglegi,ID,2019-11-08 01:25:37,-7.75,112.01,78.01,74,10,7.14,clear sky,0.0,0.0
306,Nawa,IN,2019-11-08 01:25:37,27.02,75.0,67.77,74,29,1.54,scattered clouds,0.0,0.0
307,Vryburg,ZA,2019-11-08 01:25:37,-26.96,24.73,66.2,12,92,12.73,overcast clouds,0.0,0.0
308,Georgetown,GY,2019-11-08 01:25:37,6.8,-58.16,80.6,88,75,6.93,broken clouds,0.0,0.0
309,Rocha,UY,2019-11-08 01:25:38,-34.48,-54.34,59.29,97,0,6.31,clear sky,0.0,0.0
310,Biak,ID,2019-11-08 01:25:38,-0.91,122.88,81.1,69,50,3.31,scattered clouds,0.0,0.0
311,Norman,US,2019-11-08 01:25:38,35.22,-97.44,35.6,69,1,8.05,clear sky,0.0,0.0
312,Puerto Escondido,MX,2019-11-08 01:25:39,15.86,-97.07,84.2,70,40,3.36,scattered clouds,0.0,0.0
313,Cicuco,CO,2019-11-08 01:25:39,9.28,-74.64,80.98,78,36,2.37,scattered clouds,0.0,0.0
314,Hajnowka,PL,2019-11-08 01:25:39,52.74,23.58,42.66,94,47,2.62,scattered clouds,0.0,0.0
315,San Carlos De Bariloche,AR,2019-11-08 01:25:39,-41.13,-71.31,48.2,49,4,5.41,clear sky,0.0,0.0
316,Kondinskoye,RU,2019-11-08 01:25:40,59.65,67.41,20.35,93,100,16.67,snow,0.0,2.69
317,Norman Wells,CA,2019-11-08 01:25:40,65.28,-126.83,12.2,78,75,12.75,light snow,0.0,0.0
318,Laurel,US,2019-11-08 01:25:40,39.1,-76.85,53.6,93,90,3.36,light rain,0.0,0.0
319,Doka,SD,2019-11-08 01:25:40,13.52,35.76,78.12,54,0,4.32,clear sky,0.0,0.0
320,Shimoni,KE,2019-11-08 01:25:40,-4.65,39.38,76.86,80,72,3.47,broken clouds,0.0,0.0
321,Tura,RU,2019-11-08 01:25:41,64.27,100.22,3.07,96,100,3.6,light snow,0.0,0.69
322,Visby,SE,2019-11-08 01:25:41,57.64,18.3,37.4,100,65,2.24,broken clouds,0.0,0.0
323,Orlik,PL,2019-11-08 01:25:42,53.95,17.74,39.2,100,58,5.82,mist,0.0,0.0
324,Muzhi,RU,2019-11-08 01:25:42,65.4,64.7,1.09,87,0,6.2,clear sky,0.0,0.0
325,Batemans Bay,AU,2019-11-08 01:25:42,-35.71,150.18,67.5,34,29,12.8,scattered clouds,0.0,0.0
326,Honningsvag,NO,2019-11-08 01:25:42,70.98,25.97,30.16,78,71,8.41,light snow,0.0,0.25
327,Xai-Xai,MZ,2019-11-08 01:25:42,-25.04,33.64,75.16,87,62,13.49,broken clouds,0.0,0.0
328,Sangamner,IN,2019-11-08 01:25:43,19.57,74.2,64.69,95,22,0.6,few clouds,0.0,0.0
329,Houston,US,2019-11-08 01:22:27,29.76,-95.37,64.4,93,90,18.34,moderate rain,0.0,0.0
330,Iquique,CL,2019-11-08 01:25:43,-20.22,-70.14,52.81,73,0,1.45,clear sky,0.0,0.0
331,Kyzyl-Suu,KG,2019-11-08 01:25:44,42.34,78.0,35.82,46,0,6.76,clear sky,0.0,0.0
332,Kunya,NG,2019-11-08 01:25:44,12.22,8.53,77.74,21,0,2.75,clear sky,0.0,0.0
333,Kawalu,ID,2019-11-08 01:25:44,-7.38,108.21,72.43,82,37,0.98,scattered clouds,0.0,0.0
334,Taoudenni,ML,2019-11-08 01:25:44,22.68,-3.98,68.97,21,48,1.9,scattered clouds,0.0,0.0
335,Stokmarknes,NO,2019-11-08 01:25:44,68.56,14.91,26.74,68,0,4.54,clear sky,0.0,0.0
336,Loreto,PY,2019-11-08 01:25:45,-23.27,-57.32,79.47,74,88,5.64,overcast clouds,0.0,0.0
337,Upernavik,GL,2019-11-08 01:25:45,72.79,-56.15,9.9,66,2,6.44,clear sky,0.0,0.0
338,Haines Junction,CA,2019-11-08 01:25:45,60.75,-137.51,33.33,99,100,3.44,overcast clouds,0.0,0.0
339,Zhaotong,CN,2019-11-08 01:25:46,27.34,103.71,45.86,95,100,2.95,overcast clouds,0.0,0.0
340,Roshchino,RU,2019-11-08 01:25:46,55.31,61.27,48.2,61,40,26.84,scattered clouds,0.0,0.0
341,Hami,CN,2019-11-08 01:25:46,42.84,93.51,40.86,54,91,11.99,overcast clouds,0.0,0.0
342,Barra Patuca,HN,2019-11-08 01:25:46,15.8,-84.28,83.23,79,9,12.03,light rain,1.75,0.0
343,Tuy Hoa,VN,2019-11-08 01:25:46,13.08,109.3,78.75,74,100,22.26,light rain,0.44,0.0
344,Ozernovskiy,RU,2019-11-08 01:25:47,51.5,156.52,41.61,92,100,21.97,moderate rain,11.37,0.0
345,Sechura,PE,2019-11-08 01:25:47,-5.56,-80.82,65.62,84,17,13.2,few clouds,0.0,0.0
346,Villa Hayes,PY,2019-11-08 01:25:47,-25.09,-57.53,77.0,88,66,3.58,broken clouds,0.0,0.0
347,Gurupi,BR,2019-11-08 01:25:47,-11.73,-49.07,81.16,61,47,4.43,scattered clouds,0.0,0.0
348,Tilichiki,RU,2019-11-08 01:25:48,60.47,166.1,25.02,71,100,5.93,overcast clouds,0.0,0.0
349,Ankang,CN,2019-11-08 01:25:48,32.73,108.99,49.35,82,51,1.72,broken clouds,0.0,0.0
350,Muddebihal,IN,2019-11-08 01:25:49,16.33,76.13,71.2,82,31,7.11,scattered clouds,0.0,0.0
351,Dunmore Town,BS,2019-11-08 01:25:49,25.5,-76.65,79.52,83,0,13.69,clear sky,0.0,0.0
352,Shitanjing,CN,2019-11-08 01:25:49,39.23,106.34,42.94,63,0,2.21,clear sky,0.0,0.0
353,Cabedelo,BR,2019-11-08 01:25:49,-6.97,-34.84,77.0,83,40,8.05,scattered clouds,0.0,0.0
354,Tomohon,ID,2019-11-08 01:25:49,1.33,124.84,89.6,55,20,2.24,few clouds,0.0,0.0
355,Baft,IR,2019-11-08 01:25:50,29.23,56.61,44.24,49,0,1.43,clear sky,0.0,0.0
356,Maniwaki,CA,2019-11-08 01:25:50,46.38,-75.98,24.33,67,98,6.38,overcast clouds,0.0,0.0
357,Mombetsu,JP,2019-11-08 01:25:50,44.35,143.35,35.6,59,75,11.41,broken clouds,0.0,0.0
358,Kirkwood,ZA,2019-11-08 01:25:51,-33.4,25.44,59.0,93,90,16.11,light rain,0.0,0.0
359,Maningrida,AU,2019-11-08 01:25:51,-12.05,134.23,87.17,49,27,6.49,scattered clouds,0.0,0.0
360,Aklavik,CA,2019-11-08 01:25:51,68.22,-135.01,17.6,85,90,4.7,light snow,0.0,0.0
361,General Pico,AR,2019-11-08 01:25:51,-35.66,-63.75,69.22,25,0,8.08,clear sky,0.0,0.0
362,Hobyo,SO,2019-11-08 01:25:51,5.35,48.53,79.25,80,19,6.31,few clouds,0.0,0.0
363,Saskylakh,RU,2019-11-08 01:25:52,71.97,114.09,-24.76,98,1,5.17,clear sky,0.0,0.0
364,Oktyabrskoye,RU,2019-11-08 01:25:52,56.73,85.44,35.6,80,75,22.37,broken clouds,0.0,0.0
365,Esperance,AU,2019-11-08 01:25:52,-33.86,121.89,59.0,77,90,11.41,overcast clouds,0.0,0.0
366,Soyo,AO,2019-11-08 01:25:52,-6.13,12.37,78.85,84,99,1.57,overcast clouds,0.0,0.0
367,Esik,KZ,2019-11-08 01:25:53,43.36,77.47,24.8,92,20,11.3,mist,0.0,0.0
368,Panaba,MX,2019-11-08 01:25:53,21.28,-88.27,78.57,84,12,6.73,few clouds,0.0,0.0
369,Nabire,ID,2019-11-08 01:25:53,-3.36,135.5,86.36,61,100,0.54,overcast clouds,0.0,0.0
370,Golpayegan,IR,2019-11-08 01:25:54,33.46,50.29,44.6,56,0,1.92,clear sky,0.0,0.0
371,Poso,ID,2019-11-08 01:25:54,-1.4,120.75,75.27,55,79,2.19,broken clouds,0.0,0.0
372,Cimitarra,CO,2019-11-08 01:25:54,6.31,-73.95,79.52,80,79,2.44,broken clouds,0.0,0.0
373,Yeppoon,AU,2019-11-08 01:25:55,-23.13,150.74,93.2,23,0,12.75,clear sky,0.0,0.0
374,Acapulco,MX,2019-11-08 01:22:52,16.86,-99.88,84.2,79,5,8.05,clear sky,0.0,0.0
375,Dakar,SN,2019-11-08 01:25:55,14.69,-17.45,75.2,73,25,17.22,scattered clouds,0.0,0.0
376,Clarence Town,AU,2019-11-08 01:25:55,-32.59,151.78,86.0,19,0,27.51,clear sky,0.0,0.0
377,Wad Rawah,SD,2019-11-08 01:25:55,15.16,33.13,83.41,20,0,11.97,clear sky,0.0,0.0
378,Lypova Dolyna,UA,2019-11-08 01:25:56,50.56,33.8,48.38,81,100,10.13,light rain,0.25,0.0
379,Slave Lake,CA,2019-11-08 01:23:04,55.28,-114.77,32.83,76,100,3.36,overcast clouds,0.0,0.0
380,Egvekinot,RU,2019-11-08 01:25:56,66.32,-179.17,15.04,93,49,12.06,scattered clouds,0.0,0.0
381,Bereda,ES,2019-11-08 01:25:57,43.27,-7.54,48.2,87,40,12.75,light rain,0.0,0.0
382,Santo Domingo,DO,2019-11-08 01:23:20,18.48,-69.94,77.0,88,40,4.7,scattered clouds,0.0,0.0
383,Tiznit,MA,2019-11-08 01:25:57,29.7,-9.73,59.49,42,14,3.8,few clouds,0.0,0.0
384,Mahuva,IN,2019-11-08 01:25:57,21.09,71.76,80.4,78,0,10.4,light rain,1.44,0.0
385,Nouadhibou,MR,2019-11-08 01:25:57,20.93,-17.03,64.4,88,74,13.87,broken clouds,0.0,0.0
386,Turukhansk,RU,2019-11-08 01:25:58,65.8,87.96,12.9,96,96,5.14,light snow,0.0,0.37
387,Taywarah,AF,2019-11-08 01:25:58,33.35,64.42,28.31,27,0,4.47,clear sky,0.0,0.0
388,Chicama,PE,2019-11-08 01:25:58,-7.84,-79.15,62.6,82,75,6.93,broken clouds,0.0,0.0
389,Payo,ID,2019-11-08 01:25:59,-3.75,103.64,73.44,70,73,2.08,broken clouds,0.0,0.0
390,Padang,ID,2019-11-08 01:25:59,-0.92,100.36,68.0,83,78,2.48,broken clouds,0.0,0.0
391,Luanda,AO,2019-11-08 01:25:59,-8.83,13.24,78.8,83,75,8.05,broken clouds,0.0,0.0
392,Saint Anthony,US,2019-11-08 01:25:59,43.97,-111.68,39.2,48,1,1.54,clear sky,0.0,0.0
393,Buala,SB,2019-11-08 01:25:59,-8.15,159.59,85.05,66,100,1.83,overcast clouds,0.0,0.0
394,Sabang,PH,2019-11-08 01:25:59,13.8,121.11,77.52,87,89,2.86,overcast clouds,0.0,0.0
395,Fredericton,CA,2019-11-08 01:26:00,45.97,-66.65,32.0,98,90,3.36,light snow,0.0,0.0
396,Margate,AU,2019-11-08 01:26:00,-43.03,147.26,48.2,66,75,23.04,light intensity shower rain,0.0,0.0
397,Puerto Colombia,CO,2019-11-08 01:26:00,10.99,-74.96,82.4,88,40,8.05,scattered clouds,0.0,0.0
398,Kaniama,CD,2019-11-08 01:26:00,-7.57,24.18,66.51,96,100,2.06,overcast clouds,0.0,0.0
399,Bangolo,CI,2019-11-08 01:26:01,7.01,-7.49,71.71,97,37,0.16,light rain,0.19,0.0
400,Dekar,BW,2019-11-08 01:26:01,-21.53,21.93,74.41,44,61,7.81,broken clouds,0.0,0.0
401,Santa Rosa,AR,2019-11-08 01:26:01,-36.62,-64.29,65.25,24,6,10.29,clear sky,0.0,0.0
402,Ola,RU,2019-11-08 01:26:01,59.58,151.3,35.08,79,100,23.13,overcast clouds,0.0,0.0
403,Onzaga,CO,2019-11-08 01:26:01,6.34,-72.82,63.27,90,97,1.61,moderate rain,5.88,0.0
404,Ulcinj,ME,2019-11-08 01:26:02,41.93,19.22,57.2,100,90,5.82,moderate rain,0.0,0.0
405,Lagoa,PT,2019-11-08 01:26:02,37.14,-8.45,55.4,71,0,9.17,clear sky,0.0,0.0
406,Sao Jose Da Coroa Grande,BR,2019-11-08 01:26:02,-8.9,-35.15,79.99,72,99,13.49,light rain,0.19,0.0
407,Pimampiro,EC,2019-11-08 01:26:02,0.39,-77.94,55.26,77,11,8.46,few clouds,0.0,0.0
408,Hermitage,US,2019-11-08 01:26:03,41.23,-80.45,33.8,78,90,4.7,light rain,0.0,0.0
409,San Quintin,PH,2019-11-08 01:26:03,17.54,120.52,77.56,89,100,5.08,light rain,1.0,0.0
410,Santa Cruz,BR,2019-11-08 01:26:03,-6.22,-36.02,73.11,80,77,9.98,broken clouds,0.0,0.0
411,Katherine,AU,2019-11-08 01:26:04,-14.47,132.26,95.0,36,12,5.82,few clouds,0.0,0.0
412,Hingatungan,PH,2019-11-08 01:26:04,10.58,125.19,80.71,69,8,3.31,clear sky,0.0,0.0
413,Tombouctou,ML,2019-11-08 01:22:36,16.77,-3.01,84.76,17,21,10.16,few clouds,0.0,0.0
414,Juneau,US,2019-11-08 01:26:05,58.3,-134.42,42.8,87,90,2.04,light rain,0.0,0.0
415,Vao,EE,2019-11-08 01:26:05,59.1,26.19,32.09,97,100,3.8,overcast clouds,0.0,0.0
416,Mattoon,US,2019-11-08 01:22:34,39.48,-88.38,32.0,63,1,10.29,clear sky,0.0,0.0
417,Atambua,ID,2019-11-08 01:26:06,-9.11,124.89,83.73,56,0,2.64,clear sky,0.0,0.0
418,Lewisporte,CA,2019-11-08 01:26:06,49.25,-55.06,32.0,64,20,14.99,few clouds,0.0,0.0
419,Klaksvik,FO,2019-11-08 01:26:06,62.23,-6.59,30.2,68,32,3.36,scattered clouds,0.0,0.0
420,Akcakoca,TR,2019-11-08 01:26:06,41.09,31.12,59.67,53,27,3.96,scattered clouds,0.0,0.0
421,Bilgram,IN,2019-11-08 01:26:07,27.17,80.03,70.66,43,72,1.88,broken clouds,0.0,0.0
422,Murgab,TM,2019-11-08 01:26:07,37.5,61.97,37.4,48,0,5.3,clear sky,0.0,0.0
423,Brylivka,UA,2019-11-08 01:26:07,46.42,33.15,57.65,92,100,7.85,overcast clouds,0.0,0.0
424,Aykhal,RU,2019-11-08 01:26:07,65.95,111.51,-16.61,82,0,2.24,clear sky,0.0,0.0
425,Troitskoye,RU,2019-11-08 01:26:08,52.98,84.68,35.22,53,85,15.41,overcast clouds,0.0,0.0
426,Monte Santo,BR,2019-11-08 01:26:08,-10.44,-39.33,75.29,66,0,11.45,clear sky,0.0,0.0
427,Esso,RU,2019-11-08 01:26:08,55.93,158.7,19.96,96,100,9.26,overcast clouds,0.0,0.0
428,College,US,2019-11-08 01:26:08,64.86,-147.8,26.6,92,90,3.36,mist,0.0,0.0
429,Tyukalinsk,RU,2019-11-08 01:26:08,55.87,72.2,37.6,91,100,17.9,light rain,1.25,0.0
430,Gharghoda,IN,2019-11-08 01:26:09,22.18,83.36,62.37,64,100,3.33,overcast clouds,0.0,0.0
431,Robertsport,LR,2019-11-08 01:26:09,6.75,-11.37,82.45,76,47,6.87,scattered clouds,0.0,0.0
432,Katsuura,JP,2019-11-08 01:26:09,33.93,134.5,60.8,55,75,17.22,broken clouds,0.0,0.0
433,Havoysund,NO,2019-11-08 01:26:10,71.0,24.66,17.6,72,17,2.24,few clouds,0.0,0.0
434,Nome,US,2019-11-08 01:26:10,30.04,-94.42,66.2,100,75,3.36,light intensity drizzle,0.0,0.0
435,Mabai,CN,2019-11-08 01:26:10,23.01,104.4,56.52,96,90,2.33,light rain,0.19,0.0
436,Aljezur,PT,2019-11-08 01:26:10,37.31,-8.8,62.2,63,22,24.94,few clouds,0.0,0.0
437,Tautira,PF,2019-11-08 01:26:11,-17.73,-149.15,87.8,58,75,8.05,broken clouds,0.0,0.0
438,Hamilton,CA,2019-11-08 01:25:58,43.26,-79.87,32.0,92,75,4.7,light snow,0.0,0.0
439,Harper,US,2019-11-08 01:26:11,30.3,-99.24,42.8,93,90,10.29,overcast clouds,0.0,0.0
440,Sibu,MY,2019-11-08 01:22:53,2.29,111.83,80.6,78,75,5.82,broken clouds,0.0,0.0
441,Neya,RU,2019-11-08 01:26:12,58.29,43.89,17.89,91,98,3.98,overcast clouds,0.0,0.0
442,Millington,US,2019-11-08 01:26:12,35.34,-89.9,41.0,86,90,14.99,overcast clouds,0.0,0.0
443,Ilheus,BR,2019-11-08 01:22:59,-14.79,-39.05,80.6,74,7,6.93,clear sky,0.0,0.0
444,Sao Joao Da Barra,BR,2019-11-08 01:26:13,-21.64,-41.05,74.14,88,70,7.27,light rain,0.75,0.0
445,Vila Franca Do Campo,PT,2019-11-08 01:26:13,37.72,-25.43,59.0,82,20,4.7,few clouds,0.0,0.0
446,Kassala,SD,2019-11-08 01:26:13,15.45,36.38,83.44,50,12,7.36,few clouds,0.0,0.0
447,Rawson,AR,2019-11-08 01:26:13,-43.3,-65.11,51.4,64,36,23.53,scattered clouds,0.0,0.0
448,Sarmakovo,RU,2019-11-08 01:26:14,43.74,43.19,46.4,49,3,4.47,clear sky,0.0,0.0
449,Dongying,CN,2019-11-08 01:26:14,37.43,118.67,46.26,48,0,4.79,clear sky,0.0,0.0
450,Botngard,NO,2019-11-08 01:26:14,63.77,9.81,21.2,92,40,6.93,shower rain,0.0,0.0
451,Otradnoye,RU,2019-11-08 01:26:15,59.77,30.8,24.8,92,75,8.95,broken clouds,0.0,0.0
452,Astoria,US,2019-11-08 01:26:15,46.19,-123.83,55.4,62,1,3.36,clear sky,0.0,0.0
453,Chegutu,ZW,2019-11-08 01:26:15,-18.13,30.15,72.32,36,39,3.74,scattered clouds,0.0,0.0
454,Kpandu,GH,2019-11-08 01:26:15,7.0,0.29,72.7,97,32,2.62,scattered clouds,0.0,0.0
455,Malangali,TZ,2019-11-08 01:26:16,-8.57,34.85,61.16,85,60,13.89,broken clouds,0.0,0.0
456,Deputatskiy,RU,2019-11-08 01:26:16,69.3,139.9,-4.01,94,100,3.06,overcast clouds,0.0,0.0
457,Senanga,ZM,2019-11-08 01:26:16,-16.1,23.3,75.02,48,36,4.63,scattered clouds,0.0,0.0
458,Kannur,IN,2019-11-08 01:26:17,11.88,75.37,75.2,94,40,3.36,mist,0.0,0.0
459,Monroe,US,2019-11-08 01:26:17,41.91,-83.4,33.8,46,40,8.05,scattered clouds,0.0,0.0
460,Puerto Madryn,AR,2019-11-08 01:26:18,-42.77,-65.04,56.34,34,46,19.19,scattered clouds,0.0,0.0
461,Poum,MK,2019-11-08 01:26:18,41.28,20.71,48.85,93,100,2.68,moderate rain,4.38,0.0
462,Mbandaka,CD,2019-11-08 01:26:18,0.05,18.26,71.67,85,24,1.74,few clouds,0.0,0.0
463,Nekrasovka,RU,2019-11-08 01:26:19,48.35,135.23,19.4,44,85,15.66,overcast clouds,0.0,0.0
464,Ouallam,NE,2019-11-08 01:26:19,14.32,2.08,85.87,19,0,4.9,clear sky,0.0,0.0
465,Ulaanbaatar,MN,2019-11-08 01:26:19,47.92,106.92,15.8,85,0,2.24,clear sky,0.0,0.0
